Function,T_1_1,T_1_3,T_2_1,T_2_3,M1,M2
11.9123,15,21,22,19,13.3498,10.5709
11.9129,15,23,21,18,13.6078,10.3312
11.9129,16,20,21,19,12.437,11.4238
11.9132,20,22,24,15,10.8799,12.8775
11.9133,16,23,25,19,13.1244,10.7832
11.9148,15,22,16,18,14.3343,9.65701
11.9153,17,18,22,18,10.96,12.8068
11.9155,17,25,17,15,13.662,10.2856
11.9157,18,21,21,17,12.2961,11.5608
11.916,17,18,15,19,11.9656,11.8697
11.916,16,21,21,22,13.5934,10.3507
11.9161,17,17,24,21,10.9747,12.7946
11.9161,17,22,16,17,13.4171,10.5154
11.9162,15,18,24,18,12.1557,11.6927
11.9168,16,18,25,17,10.689,13.0626
11.9178,18,21,22,18,12.4726,11.4001
11.9183,16,17,24,19,11.2652,12.5277
11.9188,17,18,19,21,12.0552,11.7915
11.9203,18,17,24,18,10.1452,13.5768
11.9209,15,19,21,19,12.9778,10.9345
11.9222,15,20,25,17,12.3608,11.5129
11.9222,18,23,22,17,12.3687,11.5055
11.9226,18,25,16,18,13.887,10.0895
11.9227,16,19,21,16,11.6586,12.1692
11.9228,18,21,24,17,11.6043,12.22
11.923,17,25,25,16,13.1826,10.7475
11.9231,16,19,18,15,11.9186,11.9274
11.9239,15,21,18,15,14.0235,9.96456
11.924,15,19,25,15,11.3841,12.4279
11.9242,17,19,18,17,12.0428,11.8135
11.9244,16,22,17,25,14.5736,9.45206
11.9246,16,21,23,22,13.8394,10.1377
11.9254,16,25,16,16,15.0207,9.03698
11.9259,17,21,22,25,13.3879,10.5616
11.9263,18,17,16,22,11.4044,12.4133
11.9268,16,21,16,19,13.9066,10.0792
11.9271,15,19,18,15,12.7016,11.2044
11.9285,15,18,23,17,11.5547,12.2773
11.9288,19,21,17,15,11.5642,12.269
11.9289,16,20,24,17,11.6281,12.2095
11.9289,15,18,24,19,12.4663,11.4274
11.9295,17,17,24,15,10.4554,13.305
11.9295,15,19,25,19,12.0854,11.784
11.9297,16,21,23,19,12.8893,11.0342
11.9301,17,17,22,22,11.4975,12.3337
11.9302,16,17,17,17,12.2604,11.6222
11.9303,16,23,22,15,13.1018,10.837
11.9307,17,21,25,15,11.8978,11.9614
11.9307,16,25,24,16,13.9538,10.0428
11.9308,15,21,23,19,13.5541,10.4158
11.931,18,21,21,16,11.7164,12.1313
11.9314,16,20,25,18,11.5431,12.2937
11.9315,15,18,21,19,12.693,11.2209
11.9317,19,21,22,16,10.9245,12.8715
11.932,16,20,22,19,11.617,12.2259
11.9322,16,24,20,15,12.9799,10.9544
11.9323,16,19,19,20,12.5769,11.3307
11.9328,18,21,25,17,11.8331,12.0259
11.9329,16,20,17,17,12.54,11.3664
11.933,17,20,20,16,11.6711,12.1773
11.9335,17,23,19,18,13.1473,10.8008
11.9337,15,18,17,18,13.373,10.5906
11.9338,16,21,24,19,13.3953,10.5699
11.9343,16,23,24,19,13.1587,10.7916
11.9346,16,19,24,17,11.1846,12.6345
11.9354,17,23,16,16,13.0409,10.9037
11.9359,17,17,15,17,11.4641,12.3762
11.9369,15,21,23,15,13.2125,10.7465
11.9377,16,22,18,17,13.3458,10.6236
11.9377,16,21,20,25,13.9084,10.0986
11.938,15,18,22,19,12.6421,11.2808
11.938,16,19,17,18,12.7697,11.1619
11.9383,16,23,24,21,13.7136,10.2815
11.9385,18,19,20,22,11.985,11.8951
11.9387,16,24,21,18,13.7603,10.2388
11.9391,16,20,20,18,12.1862,11.7085
11.94,17,17,22,21,11.5186,12.3332
11.94,15,25,25,17,14.503,9.54815
11.94,18,21,17,17,12.5422,11.3781
11.9401,16,18,25,18,11.6027,12.2549
11.9401,15,18,16,21,12.9798,10.9699
11.9401,20,25,16,17,12.8242,11.1151
11.9406,17,23,16,22,13.8647,10.145
11.9411,16,21,23,15,12.244,11.6584
11.9418,16,23,21,19,13.1249,10.8377
11.942,18,21,21,20,12.3433,11.5676
11.9423,17,23,19,16,13.1289,10.835
11.9427,16,18,16,24,13.7106,10.293
11.9431,17,18,18,17,11.7924,12.0837
11.9435,17,22,19,15,13.0258,10.9335
11.9437,15,23,24,16,13.5939,10.4038
11.9438,18,21,24,19,12.1004,11.7977
11.9439,16,21,17,18,13.6269,10.3734
11.944,15,25,20,15,14.5284,9.53229
11.9444,15,18,17,23,13.2512,10.7249
11.9446,16,25,16,15,14.6813,9.39069
11.9451,16,20,20,16,11.9437,11.9464
11.9452,16,24,16,16,13.9875,10.0394
11.9465,18,21,20,21,12.6361,11.303
11.9473,17,15,16,15,9.4089,14.3162
11.9486,18,22,21,17,12.0746,11.831
11.9488,18,21,17,16,12.5813,11.3585
11.9501,19,21,15,15,11.8674,12.0272
11.9513,16,19,18,17,12.3642,11.5659
11.9527,20,22,16,15,11.3861,12.4816
11.9535,18,18,16,16,11.1229,12.7286
11.9535,17,17,20,16,11.0156,12.8288
11.954,16,23,22,18,13.29,10.7073
11.9549,16,22,23,15,11.7984,12.1009
11.9551,16,17,20,18,10.7836,13.0483
11.9553,18,23,24,15,11.5374,12.3454
11.9557,16,22,18,20,13.8105,10.2249
11.9558,17,25,21,17,13.9045,10.1373
11.9561,16,21,20,22,13.8505,10.1882
11.9563,16,22,25,21,13.3233,10.6806
11.9568,18,21,16,16,12.5619,11.392
11.9574,16,23,17,19,14.1198,9.93933
11.9575,18,22,21,15,11.7275,12.1722
11.9582,16,19,17,23,13.1217,10.8724
11.9583,15,15,20,15,10.1808,13.6171
11.9589,15,21,21,17,14.0161,10.0392
11.9594,16,21,18,15,12.9686,11.0176
11.9595,16,21,22,21,13.2264,10.7772
11.9598,18,18,24,16,10.0305,13.7602
11.9604,16,25,23,17,14.0925,9.97067
11.9608,17,22,18,15,12.5402,11.4201
11.9611,17,19,19,17,11.6072,12.2913
11.9612,18,21,17,18,12.5366,11.4242
11.9613,18,17,16,16,10.7945,13.0501
11.9613,18,22,22,15,11.7246,12.1822
11.9614,16,18,16,23,13.486,10.5386
11.9617,16,17,22,21,12.3719,11.579
11.9617,16,18,21,20,12.0461,11.883
11.9628,19,18,16,19,11.0436,12.8206
11.9635,16,24,20,19,13.6351,10.4035
11.965,17,22,24,18,12.369,11.588
11.965,16,19,25,18,11.5975,12.3081
11.9653,16,15,16,15,9.84442,13.9446
11.9656,16,18,25,23,12.076,11.8627
11.9658,16,22,23,20,13.2235,10.7922
11.9659,18,19,20,15,10.7865,13.0665
11.9668,15,17,20,17,12.4516,11.5143
11.9671,16,21,21,25,14.3535,9.74017
11.9676,17,25,24,16,13.2212,10.7977
11.9676,15,19,23,17,12.62,11.3587
11.9676,15,23,23,19,13.7077,10.3437
11.9676,17,25,23,17,13.4894,10.5475
11.9681,17,24,16,17,13.7852,10.2724
11.9683,17,25,18,15,14.0981,9.98087
11.9684,16,19,22,19,11.8563,12.0731
11.9686,17,21,24,21,12.9587,11.0446
11.9686,17,25,16,17,14.3593,9.73766
11.9702,18,25,20,16,13.3103,10.7197
11.9703,15,19,16,19,13.1711,10.8497
11.9704,18,19,17,21,12.2127,11.7442
11.9713,18,17,22,18,11.1858,12.7044
11.9716,15,20,18,17,12.8092,11.19
11.9718,19,21,23,18,12.0986,11.8535
11.9719,16,20,24,16,11.1138,12.7728
11.972,17,23,16,18,13.4052,10.6344
11.9728,16,20,16,15,12.6272,11.3622
11.9733,16,23,16,19,13.9843,10.0966
11.9738,15,18,20,23,13.4133,10.6305
11.9742,15,18,20,19,12.2132,11.7512
11.9744,17,25,20,15,13.4881,10.5618
11.9745,15,17,15,15,12.7966,11.2074
11.9747,19,22,22,17,11.4902,12.4269
11.9748,16,23,19,18,13.8448,10.2297
11.975,15,17,24,19,12.2038,11.7616
11.9754,16,18,17,15,11.512,12.4078
11.9762,16,23,17,18,14.0664,10.0256
11.9767,17,22,20,15,12.3389,11.6386
11.9774,17,22,17,20,13.2827,10.7593
11.9777,15,25,24,17,14.2678,9.84068
11.9783,15,22,21,19,13.6005,10.4644
11.9787,15,22,21,21,14.4873,9.63762
11.9791,15,24,22,15,13.9668,10.1242
11.9794,17,25,21,16,13.3282,10.7208
11.9795,18,17,17,15,11.0943,12.8056
11.98,17,21,17,15,12.7973,11.2173
11.9809,17,17,25,18,10.9801,12.9149
11.9811,16,19,22,18,12.6695,11.3387
11.9815,16,20,20,25,13.6711,10.4048
11.9819,18,17,16,15,11.1864,12.7241
11.9819,15,19,19,15,13.0532,10.9822
11.9823,20,21,24,15,10.4879,13.3768
11.9823,18,22,25,15,11.9765,11.9876
11.9825,18,18,22,15,10.644,13.2315
11.9827,16,18,24,20,11.6045,12.3356
11.9827,16,21,24,16,12.1899,11.7894
11.9832,17,19,18,15,11.5504,12.3871
11.9834,15,18,22,15,12.0379,11.9325
11.9836,15,17,25,18,11.5831,12.3574
11.9842,16,24,21,15,13.5944,10.4815
11.9844,17,24,16,19,14.0682,10.0398
11.9851,17,19,22,18,11.2142,12.7045
11.9853,16,20,22,20,12.481,11.5226
11.9853,17,21,19,16,13.1709,10.879
11.9857,16,17,15,20,12.917,11.1166
11.986,15,18,21,18,12.4566,11.5469
11.986,16,22,16,23,14.5778,9.56743
11.9861,16,24,16,22,14.7305,9.42488
11.9863,20,19,21,17,10.1068,13.7402
11.9868,19,21,16,19,12.1929,11.7944
11.9872,16,24,24,15,12.9987,11.0433
11.9873,17,21,15,18,13.4291,10.6418
11.9874,16,24,21,20,14.0936,10.0218
11.9876,15,20,25,20,13.1274,10.924
11.9879,16,17,15,18,12.4966,11.5132
11.9881,16,20,18,19,12.9175,11.1207
11.9883,17,22,19,17,13.2962,10.7678
11.9898,20,21,20,20,11.9727,12.0057
11.9899,16,22,20,19,13.8987,10.2086
11.9908,17,25,22,15,13.0502,11.0021
11.9913,17,23,17,17,13.1434,10.9161
11.9916,16,15,16,17,10.5299,13.3556
11.9917,15,22,25,22,14.18,9.9495
11.9921,16,22,22,20,13.5973,10.4941
11.9922,16,17,16,20,12.8789,11.1647
11.9922,17,21,24,16,11.5481,12.4066
11.9927,18,21,17,20,12.955,11.0947
11.9927,16,20,22,23,13.2682,10.8024
11.9931,15,22,19,16,14.4242,9.72428
11.9947,18,23,18,15,12.1573,11.8428
11.9948,20,24,17,15,11.961,12.0264
11.9951,17,23,24,17,12.6688,11.3665
11.9954,17,18,15,15,11.3841,12.5658
11.9955,17,21,18,20,13.5303,10.5632
11.9957,15,22,16,16,14.0177,10.1088
11.9959,18,25,17,17,13.9985,10.1271
11.9963,16,24,20,16,13.4499,10.6397
11.9966,17,21,22,21,13.0199,11.0416
11.9969,15,25,22,16,14.4845,9.67556
11.9972,15,22,25,15,12.8432,11.2076
11.9972,16,18,16,18,12.5019,11.5262
11.9974,17,18,24,15,10.4077,13.481
11.9975,18,21,25,15,11.3869,12.5673
11.9978,16,18,19,17,12.5858,11.4492
11.9979,17,18,16,19,12.2826,11.7321
11.9983,15,17,18,18,12.9289,11.1298
11.9986,15,20,25,15,11.6573,12.3171
11.9987,16,18,15,17,12.3133,11.7051
11.9991,16,19,18,18,13.1474,10.9275
11.9994,18,22,25,16,11.5078,12.4582
11.9996,15,22,23,20,14.0182,10.1159
12.0004,17,25,22,18,13.9773,10.1556
12.0006,15,19,16,20,14.3051,9.85008
12.0006,17,17,24,22,11.3149,12.6406
12.001,17,21,21,18,12.3139,11.7089
12.0012,15,21,20,15,12.819,11.238
12.0017,17,23,25,22,13.0512,11.0224
12.002,15,18,22,21,13.1813,10.9016
12.0028,16,23,24,20,13.4808,10.6235
12.0033,17,22,25,15,12.258,11.7656
12.0034,15,23,17,16,14.082,10.0636
12.0042,19,21,20,21,12.2712,11.755
12.0049,16,20,19,15,12.2355,11.7898
12.005,18,21,19,20,12.8576,11.2092
12.0051,18,22,21,16,12.2055,11.8181
12.0056,17,18,16,18,12.1396,11.8806
12.0057,16,19,18,16,12.1813,11.8419
12.0062,17,20,18,18,12.4713,11.5721
12.0085,15,17,23,16,11.0725,12.882
12.0086,17,18,21,16,10.8474,13.0922
12.0089,16,19,21,21,12.721,11.3444
12.0093,16,24,21,23,14.4512,9.7305
12.0094,16,18,22,16,11.355,12.6201
12.0094,17,19,16,16,11.4594,12.5227
12.0095,17,17,17,20,11.6557,12.3398
12.0104,18,25,24,17,13.1997,10.9005
12.0109,16,15,23,15,9.39052,14.4562
12.0111,18,17,23,16,10.249,13.6555
12.0115,16,17,18,16,11.1308,12.8333
12.0121,17,23,22,15,12.9554,11.1318
12.0126,16,18,17,24,13.236,10.8709
12.0129,18,21,18,18,12.5826,11.4812
12.013,15,17,23,19,12.2762,11.7675
12.0135,15,20,25,16,12.2135,11.8268
12.014,18,22,20,19,12.7566,11.3209
12.0142,16,17,23,23,12.0272,12.0021
12.0144,18,25,23,17,13.1849,10.922
12.0144,16,17,16,19,12.3902,11.6638
12.0154,16,23,20,21,14.1345,10.0377
12.0156,18,25,17,16,13.5518,10.5819
12.0161,15,16,16,17,11.5894,12.4144
12.0165,16,22,20,24,14.3592,9.83036
12.0171,19,17,24,16,9.64089,14.2345
12.0171,15,21,16,18,14.645,9.56471
12.0174,15,22,21,20,14.5365,9.6666
12.0177,16,19,24,15,10.7818,13.171
12.0181,15,17,22,19,12.265,11.7877
12.0189,20,22,24,17,11.3465,12.6465
12.0192,17,21,20,16,12.7162,11.3688
12.0194,19,21,20,20,12.0599,11.9817
12.0195,16,17,15,16,12.992,11.112
12.0202,17,21,20,17,12.8508,11.2452
12.0203,16,15,24,17,9.84664,14.0488
12.0204,19,17,22,17,10.5553,13.3876
12.0213,16,25,25,19,14.3236,9.87282
12.0214,15,17,16,18,12.8617,11.2372
12.0214,16,24,21,21,14.3319,9.86523
12.0214,16,23,21,20,13.6714,10.4816
12.0217,17,22,15,15,13.5089,10.6338
12.022,19,21,17,18,12.5279,11.5499
12.0221,15,21,20,16,13.7878,10.3742
12.0233,16,23,24,23,14.1029,10.0827
12.0236,16,21,23,20,13.0639,11.0527
12.0243,17,21,16,19,13.7485,10.4153
12.0244,18,21,18,15,12.278,11.7878
12.0247,18,21,23,15,11.8134,12.2218
12.0247,18,25,16,16,13.6905,10.4701
12.0252,16,15,15,16,10.2746,13.6588
12.0253,17,22,22,22,13.0798,11.0413
12.0266,15,21,21,19,14.2336,9.96693
12.0268,18,18,25,17,10.2509,13.6841
12.0268,17,19,25,19,10.9122,13.0671
12.0269,16,20,22,21,12.7243,11.3761
12.0269,17,21,18,23,13.7623,10.4074
12.027,16,22,16,19,13.9733,10.2107
12.0274,17,18,22,21,11.5921,12.4335
12.0279,15,21,23,20,13.6576,10.507
12.0279,17,21,23,22,13.1305,10.999
12.0281,19,17,25,20,9.91107,14.0037
12.0292,16,18,17,21,12.7462,11.3602
12.0294,17,22,25,18,12.7342,11.3717
12.0297,16,21,25,20,12.8239,11.2884
12.0299,17,18,25,21,11.2128,12.7923
12.0301,18,19,16,15,10.9619,13.0269
12.0306,15,21,17,17,14.1065,10.0934
12.0308,19,21,17,19,12.2716,11.8062
12.0309,15,23,23,17,14.2819,9.93021
12.0328,16,15,23,17,10.1464,13.7933
12.0338,15,20,21,21,13.3373,10.8173
12.0339,16,25,19,15,14.4844,9.74716
12.0347,16,21,18,21,14.4326,9.7969
12.0349,15,22,22,18,14.2194,9.99636
12.0351,16,23,18,18,13.9982,10.2031
12.0357,19,22,24,18,11.5609,12.4788
12.0359,19,22,23,16,12.1323,11.9458
12.0369,16,22,23,21,13.9673,10.2353
12.037,16,17,17,18,12.5885,11.5224
12.0371,18,22,19,17,12.569,11.5407
12.0376,15,22,22,17,14.1081,10.1055
12.0383,16,25,21,17,13.9009,10.3002
12.0398,18,25,20,17,13.6261,10.5595
12.0398,17,18,16,21,12.1784,11.9105
12.0402,17,22,18,18,13.4856,10.6913
12.0403,15,18,20,18,12.6035,11.5147
12.0413,15,17,20,20,12.3463,11.7567
12.0418,17,21,21,19,12.6595,11.4653
12.0425,16,23,24,16,13.1282,11.0294
12.0439,16,21,19,22,14.0204,10.1993
12.044,17,19,21,18,11.7629,12.3063
12.044,17,22,24,15,12.369,11.7407
12.0442,16,17,21,23,12.7401,11.3947
12.0444,16,22,21,15,13.0368,11.1183
12.0444,16,25,20,21,14.6397,9.6225
12.0446,16,21,15,16,13.9848,10.2339
12.0448,17,24,19,16,13.2389,10.9306
12.0452,15,22,20,19,15.0396,9.25068
12.0457,16,22,23,19,12.819,11.324
12.0459,16,19,23,15,11.6931,12.3752
12.0471,16,22,16,16,13.6971,10.5073
12.0471,15,18,20,16,12.2208,11.8851
12.0472,16,21,21,21,13.6128,10.5863
12.0474,15,17,24,22,12.3221,11.7911
12.0475,15,21,15,15,13.9349,10.2862
12.0483,17,20,20,17,11.5818,12.4836
12.0486,15,18,23,19,12.5182,11.6103
12.0486,17,21,23,21,12.9032,11.251
12.0487,17,25,16,18,14.5182,9.74414
12.0489,16,21,23,23,14.0481,10.1832
12.0493,17,24,24,15,12.9381,11.2199
12.0498,17,19,25,24,12.0294,12.0689
12.05,17,21,18,15,13.0983,11.0718
12.0501,16,21,24,22,13.4758,10.7196
12.0503,15,17,21,21,12.7587,11.3893
12.0509,15,20,22,17,12.6482,11.4935
12.051,17,21,24,20,12.3428,11.7787
12.0511,17,19,16,15,11.2711,12.7789
12.0516,18,24,21,17,12.8494,11.307
12.0516,16,22,20,22,14.1223,10.1192
12.0516,18,23,16,16,13.2831,10.9024
12.0519,16,25,21,16,14.0332,10.2029
12.052,17,19,25,18,10.8501,13.1736
12.0522,17,19,20,21,12.1595,11.9521
12.0525,15,25,15,17,15.4273,8.9031
12.053,16,18,25,25,12.4012,11.728
12.0532,18,25,23,19,13.5827,10.6259
12.0533,17,18,16,15,11.9109,12.1863
12.0539,15,22,24,15,13.228,10.9583
12.054,17,17,25,24,11.6489,12.4319
12.0543,16,20,24,21,12.3567,11.7721
12.0549,15,21,21,21,14.3002,9.95966
12.0551,18,18,21,15,10.2872,13.705
12.0554,16,18,18,20,13.2767,10.9156
12.0557,18,23,23,17,12.5507,11.5936
12.0557,16,21,19,18,13.6351,10.5818
12.0566,16,18,15,20,12.9176,11.2531
12.0571,15,24,21,15,14.2783,9.98417
12.0573,16,21,18,19,13.4561,10.7519
12.0576,20,23,16,16,12.337,11.7968
12.0581,16,19,19,16,11.769,12.328
12.0581,17,18,24,18,10.9223,13.1181
12.0583,16,17,25,23,12.0195,12.0945
12.0583,15,17,25,21,12.5634,11.5869
12.0587,18,17,25,19,10.0366,13.9457
12.0588,17,24,24,19,13.3587,10.8458
12.0589,18,20,24,15,10.5404,13.476
12.0604,16,25,23,19,14.5007,9.78306
12.0606,18,18,17,17,11.3468,12.7268
12.0607,19,21,20,15,11.3796,12.6963
12.0615,17,25,22,19,14.0055,10.2474
12.0615,18,22,15,15,12.6005,11.5586
12.0617,17,25,21,15,13.4702,10.7472
12.062,20,22,23,16,11.7084,12.3921
12.0623,17,17,19,18,11.9885,12.1312
12.0623,15,25,25,15,14.2869,9.98642
12.0629,15,19,20,22,13.5121,10.7105
12.0634,15,20,22,15,12.5407,11.6179
12.0638,18,22,24,17,12.0516,12.0752
12.0649,17,18,22,15,10.885,13.166
12.0649,16,22,15,17,14.5495,9.74634
12.065,18,19,23,15,10.6028,13.4296
12.0652,15,18,18,19,13.3437,10.8722
12.0654,18,17,20,15,10.382,13.6364
12.0657,15,19,23,16,12.6155,11.5527
12.0658,16,20,23,17,12.0914,12.0419
12.0665,15,17,18,20,12.9508,11.2412
12.0667,16,20,19,18,12.7733,11.4072
12.0669,16,23,23,18,13.3562,10.8637
12.067,20,21,23,17,11.1193,12.9514
12.0673,21,21,18,15,10.6965,13.3465
12.0675,17,18,25,15,11.0481,13.0188
12.0678,15,15,20,16,10.8627,13.1925
12.0681,16,17,19,19,12.2898,11.8612
12.0682,18,21,17,19,13.3339,10.8871
12.0682,20,21,18,17,12.029,12.1048
12.0688,15,19,17,19,13.3452,10.8777
12.0691,17,17,23,19,11.1558,12.9214
12.0693,18,21,25,22,12.5512,11.6195
12.0695,17,21,18,18,13.2927,10.928
12.0707,16,18,20,23,12.9527,11.2475
12.0708,15,22,20,16,13.7291,10.5233
12.0718,18,21,24,16,11.8507,12.2781
12.072,18,17,17,17,11.2075,12.8787
12.072,16,23,17,20,14.0593,10.2175
12.0722,16,24,18,15,14.2344,10.0545
12.0725,16,25,25,20,14.098,10.1823
12.0726,17,23,21,17,13.1274,11.0882
12.0727,17,20,24,20,11.8666,12.2651
12.0727,19,21,25,17,11.7134,12.408
12.0728,16,23,22,20,13.8621,10.403
12.0731,16,20,22,18,12.3056,11.8561
12.0733,15,25,21,16,14.964,9.37559
12.0734,17,17,17,18,11.2867,12.8076
12.0737,15,19,24,19,12.8987,11.3037
12.0737,15,18,16,23,13.0313,11.18
12.0744,16,17,15,21,13.3442,10.8895
12.0748,17,19,21,19,11.7569,12.3715
12.075,18,22,17,15,12.5024,11.6762
12.0753,17,21,25,16,11.925,12.2155
12.0755,19,21,24,15,11.3043,12.7953
12.076,15,23,19,16,13.9616,10.3164
12.0762,16,24,18,16,13.6797,10.5798
12.0763,20,22,24,16,10.7057,13.3554
12.0772,19,21,21,15,11.6347,12.4901
12.0774,17,22,21,17,12.8218,11.3827
12.0778,17,25,18,16,14.1722,10.1232
12.078,17,20,19,17,12.1467,12.014
12.0781,17,19,23,16,11.5605,12.5611
12.0794,17,25,23,18,14.2297,10.0728
12.0797,16,24,17,16,14.3016,10.0063
12.0801,15,19,23,18,12.5185,11.671
12.0807,18,23,25,15,11.9489,12.2038
12.0808,15,19,21,22,13.3636,10.8836
12.0808,16,20,18,15,12.1684,11.9991
12.0809,17,19,17,20,12.1433,12.0226
12.081,17,24,21,19,13.3126,10.9317
12.0815,16,19,15,17,12.9208,11.2984
12.0818,16,22,24,20,13.0006,11.2244
12.0822,19,22,17,17,12.5072,11.6857
12.0828,19,18,24,18,10.6118,13.4556
12.0829,16,25,20,19,14.5623,9.76923
12.0833,20,21,22,15,10.6529,13.4183
12.0843,18,17,20,17,10.153,13.8865
12.0843,15,17,17,21,13.5677,10.7001
12.0846,16,24,24,20,14.0735,10.2285
12.0848,18,18,24,17,10.7957,13.2878
12.0852,16,19,21,18,12.0345,12.1325
12.0856,19,20,16,19,11.2887,12.8294
12.0862,15,22,22,16,14.2471,10.0697
12.0865,15,17,16,23,13.952,10.3455
12.0866,17,22,20,21,13.2519,10.9991
12.0866,18,21,18,16,12.1435,12.0335
12.0868,17,25,21,18,13.8544,10.4372
12.0872,15,22,22,15,13.9672,10.3328
12.0874,16,17,19,20,12.4472,11.7517
12.0878,16,25,17,16,14.4432,9.88971
12.0879,19,17,23,15,10.0403,13.9987
12.0885,15,22,15,17,14.6135,9.73217
12.089,18,19,25,18,10.8852,13.2125
12.0899,15,22,25,20,13.6223,10.6599
12.09,18,23,18,16,13.0357,11.2075
12.0902,16,25,20,15,14.0153,10.2936
12.0911,17,21,17,21,13.2783,10.9832
12.0912,16,20,23,18,12.2856,11.9097
12.0919,16,23,15,18,14.3946,9.94311
12.092,18,24,20,18,13.5718,10.711
12.0924,18,22,17,16,12.2874,11.9104
12.0925,16,25,17,18,14.5782,9.77284
12.0926,15,22,17,16,14.7871,9.57809
12.0932,17,21,23,16,12.3501,11.8535
12.0933,16,18,25,21,12.2176,11.9773
12.0935,19,17,25,16,9.81615,14.2186
12.0936,16,21,20,20,13.4496,10.8282
12.0937,16,15,16,19,10.3641,13.7078
12.094,18,21,19,17,12.6342,11.5898
12.0946,15,20,22,19,13.1772,11.0843
12.0952,20,25,20,16,12.6389,11.5877
12.0952,17,19,15,18,12.2779,11.9247
12.0955,15,22,19,17,14.3371,10.0036
12.0955,17,17,19,15,10.7933,13.3107
12.0956,16,25,19,18,14.7577,9.61131
12.0957,20,25,17,17,13.1346,11.1263
12.096,15,22,23,18,14.2335,10.1013
12.0968,18,17,22,15,9.64471,14.3851
12.0969,18,17,23,17,10.513,13.575
12.0975,16,22,19,15,13.3493,10.9292
12.0979,17,18,23,16,10.8887,13.2264
12.0984,17,23,18,18,13.3614,10.9198
12.0988,17,23,21,15,12.4829,11.7403
12.0995,18,21,22,15,11.8605,12.3225
12.0996,17,18,20,18,11.1468,12.9886
12.0996,17,20,18,15,11.5744,12.5896
12.0999,17,18,20,19,11.9141,12.2733
12.1001,16,17,17,22,13.0137,11.2475
12.1006,16,21,19,17,13.7713,10.5415
12.1009,15,16,24,18,10.8736,13.2463
12.101,16,24,18,21,14.5143,9.84897
12.1011,15,25,25,16,14.6047,9.76467
12.1011,15,20,16,15,12.9835,11.2776
12.1013,18,17,19,17,10.7418,13.37
12.1013,18,23,17,19,13.4141,10.8763
12.1022,16,24,17,18,14.5469,9.82085
12.1022,19,17,25,15,9.40612,14.6183
12.1026,18,22,22,16,12.0724,12.1309
12.1027,17,21,19,18,13.5319,10.769
12.1031,15,25,21,17,15.0762,9.32862
12.1033,18,18,20,15,10.7469,13.3691
12.1033,17,19,21,16,11.2529,12.8969
12.1042,17,18,23,22,12.4292,11.801
12.1043,20,22,23,20,11.4595,12.706
12.1049,17,17,25,15,10.4709,13.6297
12.1052,16,20,20,23,13.1233,11.1551
12.1056,17,17,17,15,11.5621,12.6128
12.1062,18,17,20,16,10.7804,13.3435
12.1068,17,19,19,19,11.7166,12.4709
12.1069,19,17,20,18,10.8857,13.2465
12.107,18,25,23,18,13.8236,10.505
12.107,15,21,24,23,13.7547,10.5694
12.1072,16,19,19,22,13.1104,11.171
12.1081,17,23,22,18,13.3078,10.9885
12.1083,19,22,22,16,11.425,12.7459
12.1086,19,22,16,15,12.4204,11.8176
12.1087,18,20,19,15,11.0448,13.1016
12.1093,15,23,16,17,14.756,9.63943
12.1103,19,17,19,15,10.2421,13.8538
12.1106,17,19,16,22,13.4226,10.8861
12.1108,16,17,19,21,12.5727,11.6797
12.1109,16,19,25,19,11.5599,12.6252
12.1121,18,18,25,21,11.3222,12.8493
12.1122,18,18,16,22,12.031,12.188
12.1123,16,21,16,23,14.2125,10.1524
12.1123,16,25,20,22,14.9789,9.43726
12.1128,16,20,25,25,13.103,11.1886
12.1129,20,23,21,19,12.2218,12.0112
12.1131,15,17,24,23,12.7474,11.5213
12.1132,16,19,19,17,12.4312,11.8165
12.1137,16,17,18,24,12.8105,11.4635
12.1145,16,22,16,18,14.4136,9.969
12.1163,15,22,21,18,14.1428,10.2252
12.1174,16,17,22,24,12.3603,11.8908
12.1176,17,20,22,15,10.9648,13.1934
12.1176,16,20,23,19,12.4006,11.8535
12.1182,16,25,25,18,13.8841,10.4703
12.1185,16,23,21,18,13.203,11.1064
12.119,19,21,22,15,11.5287,12.6699
12.1191,17,19,15,15,11.8141,12.4037
12.1192,17,19,16,18,12.031,12.2014
12.1195,16,17,18,19,12.1397,12.1007
12.1201,17,25,20,21,14.4324,9.9622
12.1204,16,20,25,16,11.953,12.2767
12.1206,19,17,24,17,10.0412,14.0612
12.121,17,20,24,17,11.7854,12.4341
12.1211,16,22,20,16,13.6386,10.7049
12.1214,18,17,18,16,11.2109,12.9711
12.1215,15,20,22,21,13.4457,10.8857
12.1216,16,17,21,21,12.3688,11.891
12.1217,17,19,22,17,11.639,12.5721
12.1217,16,20,17,19,12.7018,11.5804
12.1218,17,21,19,19,13.3505,10.9752
12.1221,19,23,20,15,12.5606,11.7128
12.1223,19,21,21,19,12.4906,11.7785
12.1224,17,24,25,17,12.9938,11.3092
12.1225,18,17,25,16,10.174,13.9408
12.1229,16,24,19,18,14.4534,9.94815
12.123,15,22,18,16,13.9809,10.3892
12.1235,18,17,25,20,10.6364,13.5113
12.1239,16,17,16,22,13.0892,11.223
12.1246,19,22,24,21,12.174,12.0785
12.1249,15,24,21,17,14.238,10.1529
12.125,17,25,24,15,13.1111,11.2048
12.1253,19,18,20,18,10.6762,13.4776
